x1,eval
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[2.45, 6.27, 1.06, 3.97, 4.42, 0.59, 5.08, 3.99]",6
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[4.42, 0.59, 5.08, 0.56, 2.45, 6.27, 1.06, 3.97]",4
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
"[5.08, 2.45, 6.27, 1.06, 3.97, 5.48, 0.1, 4.42]",2
