x1,x2,eval,fitness
-0.0,0.1,1.92,0.5205622071837586
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,-1.0,1.0,0.9990009990009991
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
-0.0,0.05,0.49,2.0366598778004072
