x1,x2,eval,fitness
-440.86,-509.46,-828.94,0.0012063613848546152
-438.72,-500.88,-629.72,0.0015880098901255957
-440.86,-509.46,-828.94,0.0012063613848546152
-440.86,-509.46,-828.94,0.0012063613848546152
-440.86,-509.46,-828.94,0.0012063613848546152
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
-486.18,-509.46,-937.98,0.001066121949425307
