eval,fitness
-7.25,0.13795006207752794
-7.25,0.13795006207752794
-6.83,0.1464343242055938
-0.55,1.8214936247723132
-0.55,1.8214936247723132
-0.3,3.3444816053511706
-0.43,2.331002331002331
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.3,3.3444816053511706
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.24,4.184100418410042
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
-0.07,14.492753623188404
