x1,eval
"[0.16, 12.39, 6.3, 14.45, 12.37, 6.74, 4.28, 7.26, 2.51, 13.36, 10.93, 4.65, 13.45, 13.58, 6.28, 0.75, 13.31]",2601
"[0.16, 12.39, 6.3, 14.45, 12.37, 6.74, 4.28, 7.26, 2.51, 13.36, 10.93, 4.65, 13.45, 13.58, 6.28, 0.75, 13.31]",2601
"[0.16, 12.39, 6.3, 14.45, 12.37, 6.74, 4.28, 7.26, 2.51, 13.36, 10.93, 4.65, 13.45, 13.58, 6.28, 0.75, 13.31]",2601
"[10.38, 10.62, 3.25, 3.42, 10.15, 14.2, 10.69, 14.71, 14.97, 7.09, 3.07, 8.76, 6.79, 7.35, 12.3, 7.48, 13.32, 10.91]",2202
"[10.15, 14.2, 10.69, 10.38, 10.62, 3.25, 3.42, 14.71, 14.97, 7.09, 3.07, 8.76, 6.79, 7.35, 12.3, 7.48, 13.32]",1977
"[10.15, 14.2, 10.69, 10.38, 10.62, 3.25, 3.42, 14.71, 14.97, 7.09, 3.07, 8.76, 6.79, 7.35, 12.3, 7.48, 13.32]",1977
"[14.45, 2.91, 7.88, 14.4, 0.47, 6.05, 6.09, 0.64, 7.25, 7.39, 7.15, 10.15, 2.94, 0.16, 12.39, 6.3, 12.37]",1917
"[14.45, 2.91, 7.88, 14.4, 0.47, 6.05, 6.09, 0.64, 7.25, 7.39, 7.15, 10.15, 2.94, 0.16, 12.39, 6.3, 12.37]",1917
"[14.4, 13.36, 10.93, 4.65, 4.98, 6.23, 7.88, 2.91, 0.47, 6.05, 6.09, 0.64, 7.25, 7.39, 7.15, 10.15, 2.94]",1800
"[7.35, 6.05, 6.09, 0.64, 7.25, 7.39, 7.15, 10.15, 2.94, 14.2, 10.69, 10.38, 10.62, 3.25, 3.42, 14.71, 14.97, 7.09]",1524
"[7.35, 6.05, 6.09, 0.64, 7.25, 7.39, 7.15, 10.15, 2.94, 14.2, 10.69, 10.38, 10.62, 3.25, 3.42, 14.71, 14.97, 7.09]",1524
"[7.35, 6.05, 6.09, 0.64, 7.25, 7.39, 7.15, 10.15, 2.94, 14.2, 10.69, 10.38, 10.62, 3.25, 3.42, 14.71, 14.97, 7.09]",1524
"[7.39, 6.79, 7.35, 7.26, 6.05, 12.3, 0.64, 6.09, 7.25, 7.15, 10.15, 2.94, 14.2, 10.69, 10.38, 10.62, 3.25]",1295
"[6.05, 6.09, 0.64, 7.15, 7.09, 6.23, 7.88, 7.35, 7.25, 7.39, 10.15, 2.94, 14.2, 10.69, 10.38, 10.62, 3.25, 3.42]",1226
"[6.05, 6.09, 0.64, 7.15, 7.09, 6.23, 7.88, 7.35, 7.25, 7.39, 10.15, 2.94, 14.2, 10.69, 10.38, 10.62, 3.25, 3.42]",1226
"[10.15, 2.94, 12.74, 7.39, 6.79, 7.35, 7.26, 6.05, 12.3, 0.64, 6.09, 7.25, 7.15, 14.2, 10.69, 10.38, 10.62]",987
"[2.94, 14.2, 7.35, 7.26, 6.05, 12.3, 0.64, 7.25, 7.88, 7.39, 6.79, 6.09, 7.15, 10.15, 10.69, 10.38, 10.62]",916
"[2.94, 14.2, 7.35, 7.26, 6.05, 12.3, 0.64, 7.25, 7.88, 7.39, 6.79, 6.09, 7.15, 10.15, 10.69, 10.38, 10.62]",916
"[2.94, 14.2, 7.35, 7.26, 6.05, 12.3, 0.64, 7.25, 7.88, 7.39, 6.79, 6.09, 7.15, 10.15, 10.69, 10.38, 10.62]",916
"[7.39, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 6.79, 7.35, 7.26, 6.05, 12.3, 0.64, 6.09, 7.25, 7.15]",882
"[7.39, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 6.79, 7.35, 7.26, 6.05, 12.3, 0.64, 6.09, 7.25, 7.15]",882
"[7.39, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 6.79, 7.35, 7.26, 6.05, 12.3, 0.64, 6.09, 7.25, 7.15]",882
"[7.39, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 6.79, 7.35, 7.26, 6.05, 12.3, 0.64, 6.09, 7.25, 7.15]",882
"[7.25, 7.88, 6.09, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.39, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",724
"[7.25, 7.88, 6.09, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.39, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",724
"[7.25, 7.88, 6.09, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.39, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",724
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[7.39, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 7.25, 7.88, 6.09, 6.79, 12.74, 12.03, 12.3, 6.05, 7.35, 7.26]",666
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
"[6.09, 6.79, 6.05, 7.35, 7.88, 7.26, 7.39, 7.25, 7.15, 10.69, 10.38, 10.62, 10.15, 2.94, 12.74, 12.03, 12.3]",627
