x1,eval
"[15.21, 15.26, 9.49, 9.15, 14.4, 3.61, 14.68, 5.52, 13.53, 2.89, 13.99, 5.99, 7.83, 4.8, 15.42, 15.31, 15.56]",2755
"[15.21, 15.26, 9.49, 9.15, 14.4, 3.61, 14.68, 5.52, 13.53, 2.89, 13.99, 5.99, 7.83, 4.8, 15.42, 15.31, 15.56]",2755
"[15.21, 15.26, 9.49, 9.15, 14.4, 3.61, 14.68, 5.52, 13.53, 2.89, 13.99, 5.99, 7.83, 4.8, 15.42, 15.31, 15.56]",2755
"[15.21, 15.26, 9.49, 9.15, 14.4, 3.61, 14.68, 5.52, 13.53, 2.89, 13.99, 5.99, 7.83, 4.8, 15.42, 15.31, 15.56]",2755
"[3.07, 0.16, 5.21, 5.2, 6.81, 13.27, 2.93, 8.72, 0.8, 7.32, 2.69, 7.59, 13.05, 6.44, 2.12, 3.91, 6.28, 12.06, 3.09]",2434
"[3.07, 0.16, 5.21, 5.2, 6.81, 13.27, 2.93, 8.72, 0.8, 7.32, 2.69, 7.59, 13.05, 6.44, 2.12, 3.91, 6.28, 12.06, 3.09]",2434
"[7.08, 6.81, 13.27, 2.93, 4.78, 14.1, 2.42, 0.39, 12.0, 6.1, 7.0, 13.1, 14.08, 12.81, 8.07, 14.07, 12.56, 5.35]",2335
"[3.07, 0.16, 5.21, 5.2, 6.81, 7.08, 13.27, 2.93, 8.72, 0.8, 7.32, 2.69, 7.59, 13.05, 6.44, 2.12, 3.91]",2270
"[8.72, 0.8, 7.32, 2.69, 7.59, 13.05, 6.44, 0.6, 3.07, 0.16, 5.21, 5.2, 6.81, 13.27, 2.93, 2.12, 3.91]",2061
"[5.2, 6.81, 13.27, 2.93, 14.08, 14.96, 10.01, 10.83, 4.22, 9.58, 13.69, 13.59, 13.98, 14.6, 5.21, 7.08, 3.07, 0.16]",1633
"[5.21, 5.2, 6.81, 13.27, 2.93, 14.08, 14.96, 10.01, 10.83, 4.22, 9.58, 13.69, 13.59, 13.98, 14.6, 7.08, 3.07]",1520
"[5.21, 5.2, 6.81, 13.27, 2.93, 14.08, 14.96, 10.01, 10.83, 4.22, 9.58, 13.69, 13.59, 13.98, 14.6, 7.08, 3.07]",1520
"[13.27, 2.93, 14.08, 14.96, 10.01, 10.83, 4.22, 9.58, 13.69, 13.59, 13.98, 14.6, 5.21, 5.2, 6.81, 7.08, 3.07]",1419
"[13.27, 2.93, 14.08, 14.96, 10.01, 10.83, 4.22, 9.58, 13.69, 13.59, 13.98, 14.6, 5.21, 5.2, 6.81, 7.08, 3.07]",1419
"[13.27, 2.93, 4.78, 14.1, 5.07, 0.16, 5.21, 5.2, 6.81, 12.81, 3.61, 12.86, 13.98, 14.6, 14.4, 13.1, 14.08]",1402
"[6.44, 7.0, 5.21, 5.2, 6.81, 0.6, 6.74, 12.86, 5.67, 13.92, 13.27, 13.69, 13.59, 13.98, 2.93, 14.08, 14.96, 10.01]",1080
"[2.69, 13.92, 14.08, 5.21, 5.2, 6.81, 6.44, 7.0, 0.6, 6.74, 12.86, 5.67, 13.27, 13.69, 13.59, 13.98, 2.93, 14.96]",975
"[5.2, 6.81, 0.6, 6.74, 12.86, 5.67, 6.44, 7.0, 5.21, 13.92, 13.27, 13.69, 13.59, 13.98, 2.93, 14.08, 14.96]",834
"[12.86, 6.44, 7.0, 5.21, 5.2, 5.67, 13.92, 13.27, 13.69, 13.59, 13.98, 14.6, 14.4, 13.1, 6.81, 0.6, 6.74]",686
"[12.86, 6.44, 7.0, 5.21, 5.2, 5.67, 13.92, 13.27, 13.69, 13.59, 13.98, 14.6, 14.4, 13.1, 6.81, 0.6, 6.74]",686
