x1,x2,eval,fitness
3.41,-2.28,5.32,0.18793459875963162
-3.06,3.47,7.29,0.1371553970648745
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.06,2.74,0.36483035388544327
-3.6,-3.36,2.44,0.40966816878328555
-3.6,-3.36,2.44,0.40966816878328555
-3.6,-3.36,2.44,0.40966816878328555
-3.6,-3.36,2.44,0.40966816878328555
-3.6,-3.36,2.44,0.40966816878328555
-3.6,-3.36,2.44,0.40966816878328555
-3.6,-3.36,2.44,0.40966816878328555
-3.6,-3.36,2.44,0.40966816878328555
-3.6,-3.36,2.44,0.40966816878328555
-3.93,-3.36,1.31,0.7627765064836003
-3.93,-3.36,1.31,0.7627765064836003
-3.93,-3.36,1.31,0.7627765064836003
-3.93,-3.36,1.31,0.7627765064836003
-3.93,-3.36,1.31,0.7627765064836003
-3.93,-3.36,1.31,0.7627765064836003
-3.93,-3.36,1.31,0.7627765064836003
-3.93,-3.36,1.31,0.7627765064836003
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.36,0.41,2.4330900243309004
-3.85,-3.33,0.3,3.3222591362126246
-3.85,-3.33,0.3,3.3222591362126246
-3.85,-3.33,0.3,3.3222591362126246
-3.75,-3.33,0.19,5.2356020942408374
-3.75,-3.33,0.19,5.2356020942408374
-3.75,-3.33,0.19,5.2356020942408374
-3.75,-3.33,0.19,5.2356020942408374
