x1,eval
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[6.57, 2.12, 0.61, 5.71, 4.09, 1.33, 1.67, 6.29]",8
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 6.91, 6.8, 2.55, 0.14, 3.61, 0.51, 4.4]",6
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[1.33, 3.0, 6.98, 6.57, 2.12, 0.61, 5.71, 4.09]",4
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
"[2.12, 5.71, 1.33, 6.57, 0.61, 3.0, 6.98, 4.09]",2
