x1,eval
"[13.46, 0.51, 11.95, 10.41, 5.71, 6.07, 13.97, 0.02, 13.39, 5.42, 3.26, 3.1, 6.72, 6.92, 6.0, 15.61, 11.14]",2995
"[13.46, 0.51, 11.95, 10.41, 5.71, 6.07, 13.97, 0.02, 13.39, 5.42, 3.26, 3.1, 6.72, 6.92, 6.0, 15.61, 11.14]",2995
"[13.46, 0.51, 11.95, 10.41, 5.71, 6.07, 13.97, 0.02, 13.39, 5.42, 3.26, 3.1, 6.72, 6.92, 6.0, 15.61, 11.14]",2995
"[5.27, 5.87, 5.46, 3.6, 7.74, 6.45, 8.64, 8.0, 6.51, 0.46, 3.35, 3.11, 5.49, 6.19, 10.87, 8.33, 15.01, 8.24, 5.04]",2384
"[6.51, 0.46, 3.35, 6.43, 5.42, 3.26, 3.1, 6.72, 6.07, 8.0, 3.11, 5.49, 6.19, 10.87, 8.33, 15.01, 8.24]",2378
"[6.07, 0.46, 3.35, 3.11, 5.49, 6.19, 14.14, 7.64, 6.97, 6.43, 5.42, 3.26, 3.1, 6.72, 8.0, 6.51, 10.87]",2063
"[8.64, 8.0, 6.51, 0.46, 6.43, 5.42, 3.26, 3.1, 6.72, 6.07, 3.35, 3.11, 5.49, 6.19, 10.87, 8.33, 15.01, 8.24]",1960
"[5.49, 6.19, 10.87, 13.26, 12.14, 0.46, 3.35, 3.11, 6.51, 6.43, 5.42, 3.26, 3.1, 6.72, 6.07, 8.0, 8.33]",1678
"[5.49, 6.19, 10.87, 13.26, 12.14, 0.46, 3.35, 3.11, 6.51, 6.43, 5.42, 3.26, 3.1, 6.72, 6.07, 8.0, 8.33]",1678
"[3.6, 7.74, 6.72, 6.07, 12.14, 0.46, 3.35, 3.11, 5.49, 6.19, 6.51, 13.88, 7.23, 10.87, 5.27, 5.87, 5.46]",1361
"[3.6, 7.74, 6.72, 6.07, 12.14, 0.46, 3.35, 3.11, 5.49, 6.19, 6.51, 13.88, 7.23, 10.87, 5.27, 5.87, 5.46]",1361
"[6.72, 6.07, 5.42, 3.26, 3.1, 3.35, 3.11, 5.49, 6.19, 6.51, 13.88, 7.23, 0.46, 5.71, 5.46, 3.6, 7.74]",1162
"[3.6, 6.72, 6.07, 5.42, 3.26, 3.1, 3.35, 3.11, 5.49, 6.19, 6.51, 13.88, 7.23, 0.46, 5.71, 5.46, 7.74]",1124
"[3.6, 6.72, 6.07, 5.42, 3.26, 3.1, 3.35, 3.11, 5.49, 6.19, 6.51, 13.88, 7.23, 0.46, 5.71, 5.46, 7.74]",1124
"[7.23, 0.46, 3.6, 6.72, 6.07, 5.42, 3.26, 3.1, 3.35, 3.11, 5.49, 6.19, 6.51, 13.88, 5.71, 5.46, 7.74]",957
"[7.23, 0.46, 3.6, 6.72, 6.07, 5.42, 3.26, 3.1, 3.35, 3.11, 5.49, 6.19, 6.51, 13.88, 5.71, 5.46, 7.74]",957
"[5.42, 3.26, 3.1, 3.35, 3.11, 6.07, 12.14, 0.46, 3.6, 6.72, 5.49, 6.19, 6.51, 13.88, 7.23, 5.71, 5.46]",900
"[5.42, 3.26, 3.1, 3.35, 3.11, 6.07, 12.14, 0.46, 3.6, 6.72, 5.49, 6.19, 6.51, 13.88, 7.23, 5.71, 5.46]",900
"[5.42, 5.49, 6.19, 12.14, 0.46, 3.6, 3.11, 6.51, 13.88, 7.23, 6.07, 6.72, 3.26, 3.1, 3.35, 5.71, 5.46]",832
"[6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 5.46, 5.49, 5.42, 7.23, 0.46, 6.19, 6.51, 13.88, 5.71, 7.74]",763
"[5.49, 7.23, 5.71, 6.43, 6.07, 12.14, 0.46, 3.6, 6.72, 5.42, 5.46, 3.26, 3.1, 3.35, 3.11, 6.19, 6.51]",739
"[6.19, 6.51, 6.43, 6.07, 6.72, 13.88, 5.71, 5.49, 5.42, 5.46, 3.6, 3.26, 3.1, 3.35, 3.11, 7.23, 0.46]",694
"[5.49, 5.42, 5.46, 3.6, 3.26, 0.46, 6.72, 6.19, 6.51, 6.07, 12.14, 3.1, 3.35, 3.11, 13.88, 7.23, 5.71]",689
"[6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 5.46, 5.49, 5.42, 0.46, 6.19, 6.51, 7.23, 5.71, 6.43, 12.14]",647
"[5.49, 5.71, 6.43, 6.07, 12.14, 0.46, 3.6, 3.1, 3.35, 6.72, 3.26, 3.11, 6.19, 6.51, 7.23, 5.42, 5.46]",565
"[5.46, 5.49, 6.19, 6.07, 6.72, 12.14, 0.46, 3.35, 3.11, 3.6, 3.26, 3.1, 6.51, 7.23, 5.71, 6.43, 5.42]",537
"[3.1, 3.6, 3.26, 3.35, 12.14, 6.72, 5.42, 5.46, 7.23, 6.19, 6.51, 5.49, 5.71, 6.43, 6.07, 0.46, 3.11]",497
"[3.1, 3.6, 3.26, 3.35, 12.14, 6.72, 5.42, 5.46, 7.23, 6.19, 6.51, 5.49, 5.71, 6.43, 6.07, 0.46, 3.11]",497
"[5.71, 5.49, 5.42, 5.46, 6.19, 6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 0.46, 6.51, 7.23, 6.43]",432
"[5.71, 5.49, 5.42, 5.46, 6.19, 6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 0.46, 6.51, 7.23, 6.43]",432
"[5.71, 5.49, 5.42, 5.46, 6.19, 6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 0.46, 6.51, 7.23, 6.43]",432
"[6.19, 6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 0.46, 6.51, 5.71, 5.49, 5.42, 5.46, 7.23, 6.43]",374
"[6.19, 6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 0.46, 6.51, 5.71, 5.49, 5.42, 5.46, 7.23, 6.43]",374
"[6.19, 6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 0.46, 6.51, 5.71, 5.49, 5.42, 5.46, 7.23, 6.43]",374
"[6.19, 6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 0.46, 6.51, 5.71, 5.49, 5.42, 5.46, 7.23, 6.43]",374
"[6.19, 6.45, 6.72, 6.07, 3.26, 3.1, 3.35, 3.11, 3.6, 0.46, 6.51, 5.71, 5.49, 5.42, 5.46, 7.23, 6.43]",374
"[3.6, 0.46, 6.51, 7.23, 5.71, 5.49, 5.42, 5.46, 6.45, 6.72, 6.07, 6.19, 6.43, 12.14, 3.35, 3.11, 3.26, 3.1]",371
