x1,x2,eval,fitness
12.608733504365924,16.329503819348233,1872,0.0
6.164783344999597,10.799547995480822,2299,0.0
9.612856373087881,14.530152010320057,2404,0.0
6.520773717092833,7.7564686887228955,2061,0.0
10.885035912606305,10.164743865142034,1664,0.0
8.713408986574645,16.233110611269456,1490,0.0
2.5221464174234898,7.725209846493916,1335,0.0
7.693567488753631,16.83489409576679,1380,0.0
7.725209846493916,12.711632548850845,1106,0.0
12.249807374800564,5.607690981111439,991,0.0
16.83489409576679,5.475409832517856,924,0.0
16.83489409576679,5.572061844436126,875,0.0
6.025001166530844,7.693567488753631,865,0.0
12.249807374800564,6.025001166530844,867,0.0
16.83489409576679,5.572061844436126,823,0.0
5.475409832517856,12.628918434612379,790,0.0
6.04270369430001,7.7564686887228955,707,0.0
7.7564686887228955,16.233110611269456,579,0.0
6.04270369430001,7.7564686887228955,563,0.0
7.693567488753631,7.7564686887228955,549,0.0
16.83489409576679,6.04270369430001,526,0.0
12.141811733763713,6.7556833001980925,451,0.0
12.249807374800564,12.190184328927478,473,0.0
12.249807374800564,12.141811733763713,451,0.0
6.891011493803324,6.04270369430001,466,0.0
16.83489409576679,5.475409832517856,387,0.0
6.7556833001980925,6.891011493803324,378,0.0
3.58362392428078,3.6235785884978635,312,0.0
3.58362392428078,3.6235785884978635,315,0.0
12.628918434612379,3.58362392428078,312,0.0
6.025001166530844,6.7556833001980925,307,0.0
16.209805151667343,16.233110611269456,305,0.0
16.209805151667343,16.233110611269456,305,0.0
5.475409832517856,5.607690981111439,305,0.0
7.7564686887228955,5.572061844436126,305,0.0
6.04270369430001,12.628918434612379,275,0.0
5.475409832517856,5.607690981111439,305,0.0
5.475409832517856,5.607690981111439,250,0.0
5.692797380736257,5.475409832517856,250,0.0
5.475409832517856,5.607690981111439,250,0.0
5.607690981111439,5.692797380736257,250,0.0
7.693567488753631,7.7564686887228955,235,0.0
5.692797380736257,5.572061844436126,200,0.0
5.475409832517856,5.692797380736257,200,0.0
5.475409832517856,16.139856949711675,200,0.0
5.692797380736257,5.475409832517856,249,0.0
5.692797380736257,5.572061844436126,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.572061844436126,5.475409832517856,200,0.0
5.475409832517856,16.83489409576679,200,0.0
5.692797380736257,5.572061844436126,200,0.0
16.83489409576679,16.139856949711675,200,0.0
5.572061844436126,5.692797380736257,200,0.0
5.475409832517856,16.83489409576679,200,0.0
5.572061844436126,5.692797380736257,200,0.0
5.475409832517856,16.83489409576679,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.475409832517856,16.83489409576679,200,0.0
5.692797380736257,5.572061844436126,200,0.0
7.693567488753631,7.7564686887228955,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.475409832517856,5.607690981111439,200,0.0
5.692797380736257,5.572061844436126,200,0.0
7.693567488753631,7.7564686887228955,200,0.0
5.692797380736257,5.572061844436126,200,0.0
16.83489409576679,16.139856949711675,200,0.0
5.475409832517856,16.83489409576679,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.572061844436126,5.475409832517856,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.572061844436126,5.475409832517856,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.475409832517856,16.83489409576679,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.572061844436126,5.475409832517856,200,0.0
5.475409832517856,16.139856949711675,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.572061844436126,5.475409832517856,235,0.0
5.475409832517856,16.83489409576679,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.475409832517856,5.692797380736257,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.692797380736257,5.572061844436126,200,0.0
5.572061844436126,5.475409832517856,200,0.0
12.190184328927478,12.628918434612379,200,0.0
5.475409832517856,5.692797380736257,200,0.0
5.692797380736257,5.572061844436126,200,0.0
